Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Johnathan Kovacevic,20212022,WPG,R,D,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,10:49,--,1997-07-12,Hamilton,ON,CAN,CAN,77,223,2017,3,74,20212022,N,Regular Season
Peyton Krebs,20212022,"VGK,BUF",L,C,57,7,15,22,-26,22,0.39,7,12,0,10,0,0,0,2,56,12.5,14:35,35.3,2001-01-26,Calgary,AB,CAN,CAN,72,186,2019,1,17,20202021,N,Regular Season
Chris Kreider,20212022,NYR,L,L,81,52,25,77,19,24,0.95,23,39,26,35,3,3,0,11,258,20.2,18:44,48.9,1991-04-30,Boxford,MA,USA,USA,75,230,2009,1,19,20122013,N,Regular Season
Torey Krug,20212022,STL,L,D,64,9,34,43,23,48,0.67,5,23,3,19,1,1,0,1,119,7.6,20:34,--,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,Regular Season
Dominik Kubalik,20212022,CHI,L,L,78,15,17,32,-16,16,0.41,12,23,3,9,0,0,0,0,161,9.3,14:31,40,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,Regular Season
Nikita Kucherov,20212022,TBL,L,R,47,25,44,69,1,22,1.47,16,39,9,30,0,0,0,1,156,16,19:59,100,1993-06-17,Maykop,--,RUS,RUS,72,180,2011,2,58,20132014,N,Regular Season
Karson Kuhlman,20212022,"BOS,SEA",R,C,44,3,7,10,-2,6,0.23,3,10,0,0,0,0,0,0,68,4.4,11:54,0,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,Regular Season
Dean Kukan,20212022,CBJ,L,D,41,3,8,11,-2,16,0.27,3,11,0,0,0,0,0,0,41,7.3,16:18,--,1993-07-08,Volketswil,--,CHE,CHE,74,190,--,--,--,20152016,N,Regular Season
Brett Kulak,20212022,"MTL,EDM",L,D,74,5,16,21,-4,45,0.28,5,20,0,0,0,1,0,0,92,5.4,17:45,--,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,Regular Season
Dmitry Kulikov,20212022,MIN,L,D,80,7,17,24,23,39,0.3,7,24,0,0,0,0,1,2,74,9.5,18:12,--,1990-10-29,Lipetsk,--,RUS,RUS,73,212,2009,1,14,20092010,N,Regular Season
Luke Kunin,20212022,NSH,R,C,82,13,9,22,-11,99,0.27,13,20,0,2,0,0,0,0,125,10.4,13:50,44,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,Regular Season
Janne Kuokkanen,20212022,NJD,L,C,57,6,11,17,-10,10,0.3,4,15,1,1,1,1,0,1,64,9.4,13:29,12.5,1998-05-25,Oulunsalo,--,FIN,FIN,73,193,2016,2,43,20172018,N,Regular Season
Rasmus Kupari,20212022,LAK,R,C,57,5,8,13,-5,18,0.23,3,9,1,3,1,1,0,1,51,9.8,11:48,42.6,2000-03-15,Kotka,--,FIN,FIN,74,201,2018,1,20,20202021,N,Regular Season
Sean Kuraly,20212022,CBJ,L,C,77,14,16,30,2,61,0.39,14,28,0,1,0,1,0,0,121,11.6,15:52,49.5,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,Regular Season
Philipp Kurashev,20212022,CHI,L,C,67,6,15,21,-16,12,0.31,4,16,2,5,0,0,1,1,86,7,12:51,42.2,1999-10-12,Munsingen,--,CHE,CHE,72,190,2018,4,120,20202021,N,Regular Season
Evgeny Kuznetsov,20212022,WSH,L,C,79,24,54,78,7,44,0.99,13,46,8,27,3,5,0,4,208,11.5,20:17,43.5,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,Regular Season
Oliver Kylington,20212022,CGY,L,D,73,9,22,31,34,14,0.42,8,28,1,3,0,0,0,2,138,6.5,18:10,--,1997-05-19,Stockholm,--,SWE,SWE,72,183,2015,2,60,20152016,N,Regular Season
Jordan Kyrou,20212022,STL,R,C,74,27,48,75,10,20,1.01,22,55,5,19,0,1,0,4,188,14.4,16:35,40,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,Regular Season
Kevin Labanc,20212022,SJS,R,R,21,3,3,6,-4,6,0.29,1,2,2,4,0,0,0,1,36,8.3,13:17,0,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,Regular Season
Tanner Laczynski,20212022,PHI,R,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,9:27,40,1997-06-01,Minooka,IL,USA,USA,73,205,2016,6,169,20202021,N,Regular Season
Andrew Ladd,20212022,ARI,L,L,51,7,5,12,-20,47,0.24,4,8,3,4,0,0,0,0,57,12.3,14:07,70,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,1,4,20052006,N,Regular Season
Paul LaDue,20212022,NYI,R,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,12:47,--,1992-09-06,Grand Forks,ND,USA,USA,75,205,2012,6,181,20162017,N,Regular Season
Sam Lafferty,20212022,"PIT,CHI",R,C,56,5,8,13,-16,37,0.23,5,13,0,0,0,0,0,1,80,6.3,13:34,41.1,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,Regular Season
Alexis Lafrenière,20212022,NYR,L,L,79,19,12,31,2,37,0.39,19,29,0,2,0,0,0,4,110,17.3,13:59,29.2,2001-10-11,St-Eustache,QC,CAN,CAN,74,196,2020,1,1,20202021,N,Regular Season
William Lagesson,20212022,"EDM,MTL",L,D,33,0,5,5,3,13,0.15,0,5,0,0,0,0,0,0,33,0,12:35,--,1996-02-22,Gothenburg,--,SWE,SWE,74,211,2014,4,91,20192020,N,Regular Season
Patrik Laine,20212022,CBJ,R,L,56,26,30,56,-7,24,1,21,42,5,14,0,0,3,7,167,15.6,18:50,36.8,1998-04-19,Tampere,--,FIN,FIN,76,208,2016,1,2,20162017,N,Regular Season
Maxime Lajoie,20212022,CAR,L,D,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,12:32,--,1997-11-05,Quebec City,QC,CAN,CAN,73,191,2016,5,133,20182019,N,Regular Season
Juho Lammikko,20212022,VAN,L,L,75,7,8,15,-6,14,0.2,7,15,0,0,0,0,0,2,67,10.5,12:17,51,1996-01-29,Noormarkku,--,FIN,FIN,74,191,2014,3,65,20182019,N,Regular Season
Gabriel Landeskog,20212022,COL,L,L,51,30,29,59,27,78,1.16,23,44,7,15,0,0,1,5,150,20,20:19,54.9,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20112012,N,Regular Season
Hendrix Lapierre,20212022,WSH,L,C,6,1,0,1,2,2,0.17,1,1,0,0,0,0,0,0,7,14.3,9:35,26.1,2002-02-09,Gatineau,QC,CAN,CAN,72,180,2020,1,22,20212022,N,Regular Season
Dylan Larkin,20212022,DET,L,C,71,31,38,69,-18,47,0.97,25,55,6,13,0,1,3,4,212,14.6,19:39,52.3,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,Regular Season
Adam Larsson,20212022,SEA,R,D,82,8,17,25,-23,55,0.3,8,24,0,1,0,0,1,3,119,6.7,22:17,--,1992-11-12,Skelleftea,--,SWE,SWE,75,207,2011,1,4,20112012,N,Regular Season
Jacob Larsson,20212022,ANA,L,D,6,0,1,1,-3,2,0.17,0,1,0,0,0,0,0,0,5,0,15:16,--,1997-04-29,Ljungby,--,SWE,SWE,74,193,2015,1,27,20162017,N,Regular Season
Johan Larsson,20212022,"ARI,WSH",L,L,43,7,14,21,-4,32,0.49,5,18,2,3,0,0,0,1,44,15.9,15:55,46.2,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20122013,N,Regular Season
Scott Laughton,20212022,PHI,L,C,67,11,19,30,-9,35,0.45,9,27,0,1,2,2,1,1,110,10,16:25,51,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,Regular Season
Jeremy Lauzon,20212022,"SEA,NSH",L,D,66,2,5,7,-6,81,0.11,2,7,0,0,0,0,0,0,75,2.7,17:40,--,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,Regular Season
Curtis Lazar,20212022,BOS,R,C,70,8,8,16,-2,16,0.23,8,15,0,0,0,1,0,0,95,8.4,12:00,48.9,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,Regular Season
Brett Leason,20212022,WSH,R,R,36,3,3,6,1,4,0.17,3,6,0,0,0,0,0,0,45,6.7,8:57,37.5,1999-04-30,Calgary,AB,CAN,CAN,77,220,2019,2,56,20212022,N,Regular Season
Nick Leddy,20212022,"DET,STL",L,D,75,3,21,24,-30,22,0.32,3,18,0,6,0,0,0,0,71,4.2,21:25,--,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,Regular Season
Anders Lee,20212022,NYI,L,L,76,28,18,46,-11,34,0.61,19,33,9,13,0,0,0,3,159,17.6,16:38,48.5,1990-07-03,Edina,MN,USA,USA,75,231,2009,6,152,20122013,N,Regular Season
Artturi Lehkonen,20212022,"MTL,COL",L,L,74,19,19,38,1,22,0.51,15,33,2,3,2,2,0,2,155,12.3,15:06,27.6,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,Regular Season
Josh Leivo,20212022,CAR,R,L,7,1,2,3,1,2,0.43,1,3,0,0,0,0,0,0,10,10,9:14,--,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,Regular Season
Brendan Lemieux,20212022,LAK,L,L,50,8,5,13,1,97,0.26,8,13,0,0,0,0,0,2,65,12.3,10:45,45.8,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,Regular Season
John Leonard,20212022,SJS,L,L,14,1,1,2,-5,0,0.14,1,1,0,1,0,0,0,0,25,4,11:17,50,1998-08-07,Westwood,NJ,USA,USA,71,196,2018,6,182,20202021,N,Regular Season
Jake Leschyshyn,20212022,VGK,L,C,41,2,4,6,-2,8,0.15,2,6,0,0,0,0,0,0,35,5.7,11:18,46,1999-03-10,Raleigh,NC,USA,USA,71,196,2017,2,62,20212022,N,Regular Season
Kris Letang,20212022,PIT,R,D,78,10,58,68,20,49,0.87,8,46,2,22,0,0,2,3,214,4.7,25:47,--,1987-04-24,Montréal,QC,CAN,CAN,72,193,2005,3,62,20062007,N,Regular Season
Vinni Lettieri,20212022,ANA,R,C,31,5,5,10,-8,6,0.32,3,5,2,5,0,0,0,0,50,10,12:31,52.2,1995-02-06,Excelsior,MN,USA,USA,70,184,--,--,--,20172018,N,Regular Season
Tyler Lewington,20212022,BOS,R,D,2,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,2,0,12:27,--,1994-12-05,Edmonton,AB,CAN,CAN,74,195,2013,7,204,20182019,N,Regular Season
Trevor Lewis,20212022,CGY,R,C,80,6,10,16,-1,12,0.2,5,14,0,1,1,1,0,1,108,5.6,12:50,42.3,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,Regular Season
Timothy Liljegren,20212022,TOR,R,D,61,5,18,23,15,14,0.38,4,21,1,2,0,0,0,0,79,6.3,16:24,--,1999-04-30,Kristianstad,--,SWE,SWE,73,201,2017,1,17,20192020,N,Regular Season
Kole Lind,20212022,SEA,R,R,23,2,6,8,-1,12,0.35,2,8,0,0,0,0,0,0,31,6.5,11:50,35.3,1998-10-16,Swift Current,SK,CAN,CAN,74,193,2017,2,33,20202021,N,Regular Season
Oskar Lindblom,20212022,PHI,L,L,79,12,14,26,-11,22,0.33,12,25,0,1,0,0,0,1,127,9.5,13:48,36.4,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,Regular Season
Petteri Lindbohm,20212022,FLA,L,D,9,0,1,1,0,5,0.11,0,1,0,0,0,0,0,0,9,0,14:03,--,1993-09-23,Helsinki,--,FIN,FIN,75,198,2012,6,176,20142015,N,Regular Season
Esa Lindell,20212022,DAL,L,D,76,4,21,25,4,12,0.33,3,19,0,3,1,3,0,0,136,2.9,22:03,0,1994-05-23,Vantaa,--,FIN,FIN,75,217,2012,3,74,20152016,N,Regular Season
Ryan Lindgren,20212022,NYR,L,D,78,4,11,15,18,48,0.19,4,15,0,0,0,0,0,1,73,5.5,20:06,--,1998-02-11,Burnsville,MN,USA,USA,72,194,2016,2,49,20182019,N,Regular Season
Elias Lindholm,20212022,CGY,R,C,82,42,40,82,61,22,1,31,61,10,19,1,2,2,9,235,17.9,19:57,52.9,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,Regular Season
Hampus Lindholm,20212022,"ANA,BOS",L,D,71,5,22,27,10,46,0.38,4,21,1,5,0,1,0,1,142,3.5,22:30,--,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,Regular Season
Gustav Lindström,20212022,DET,R,D,63,1,12,13,-12,22,0.21,1,13,0,0,0,0,0,0,41,2.4,16:07,--,1998-10-20,Ostervala,--,SWE,SWE,74,194,2017,2,38,20192020,N,Regular Season
Blake Lizotte,20212022,LAK,L,C,70,10,14,24,15,28,0.34,9,21,0,0,1,3,0,2,91,11,12:10,51.6,1997-12-13,Lindstrom,MN,USA,USA,69,173,--,--,--,20182019,N,Regular Season
Jon Lizotte,20212022,MIN,L,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,14:43,--,1994-11-10,Grand Forks,ND,USA,USA,73,212,--,--,--,20212022,N,Regular Season
William Lockwood,20212022,VAN,R,R,13,0,0,0,-3,9,0,0,0,0,0,0,0,0,0,13,0,11:20,--,1998-06-20,Royal Oak,MI,USA,USA,72,182,2016,3,64,20202021,N,Regular Season
Viktor Lodin,20212022,OTT,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10:25,--,1999-06-02,Leksand,--,SWE,SWE,74,185,2019,4,94,20212022,N,Regular Season
Ryan Lomberg,20212022,FLA,L,L,55,9,9,18,4,92,0.33,9,17,0,0,0,1,0,1,91,9.9,11:24,14.3,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20172018,N,Regular Season
Steven Lorentz,20212022,CAR,L,C,67,8,5,13,0,8,0.19,8,13,0,0,0,0,0,1,80,10,10:53,45.5,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,Regular Season
Adam Lowry,20212022,WPG,L,C,79,13,8,21,1,59,0.27,10,14,0,2,3,5,0,0,115,11.3,15:29,53,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,Regular Season
Milan Lucic,20212022,CGY,L,L,82,10,11,21,-9,84,0.26,8,18,2,3,0,0,0,0,95,10.5,12:15,55.9,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,Regular Season
Matt Luff,20212022,NSH,R,R,23,3,3,6,3,4,0.26,3,6,0,0,0,0,0,1,26,11.5,9:24,100,1997-05-05,Oakville,ON,CAN,CAN,74,196,--,--,--,20182019,N,Regular Season
Anton Lundell,20212022,FLA,L,C,65,18,26,44,33,18,0.68,16,36,1,4,1,4,0,4,125,14.4,15:44,44.7,2001-10-03,Espoo,--,FIN,FIN,73,196,2020,1,12,20212022,N,Regular Season
Isac Lundestrom,20212022,ANA,L,C,80,16,13,29,-3,8,0.36,12,25,0,0,4,4,0,3,83,19.3,15:29,44.5,1999-11-06,Gallivare,--,SWE,SWE,72,191,2018,1,23,20182019,N,Regular Season
Nils Lundkvist,20212022,NYR,R,D,25,1,3,4,4,0,0.16,0,2,1,2,0,0,0,0,32,3.1,13:56,--,2000-07-27,Pitea,--,SWE,SWE,73,191,2018,1,28,20212022,N,Regular Season
Eetu Luostarinen,20212022,FLA,L,C,78,9,17,26,1,12,0.33,7,22,0,1,2,3,1,4,84,10.7,13:26,40,1998-09-02,Siilinjarvi,--,FIN,FIN,75,191,2017,2,42,20192020,N,Regular Season
Ilya Lyubushkin,20212022,"ARI,TOR",R,D,77,2,13,15,-2,51,0.19,2,14,0,0,0,1,0,0,54,3.7,17:27,--,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20182019,N,Regular Season
Olli Maatta,20212022,LAK,L,D,66,1,7,8,17,10,0.12,1,8,0,0,0,0,0,0,61,1.6,18:17,--,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,Regular Season
Matias Maccelli,20212022,ARI,L,L,23,1,5,6,-10,4,0.26,1,5,0,1,0,0,0,0,21,4.8,14:12,100,2000-10-14,Turku,--,FIN,FIN,71,185,2019,4,98,20212022,N,Regular Season
Kurtis MacDermid,20212022,COL,L,L,58,2,3,5,1,89,0.09,2,5,0,0,0,0,0,0,46,4.4,7:24,--,1994-03-25,Quebec City,QC,CAN,CAN,77,233,--,--,--,20172018,N,Regular Season
Jacob MacDonald,20212022,COL,L,D,8,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,17,0,10:06,--,1993-02-26,Portland,OR,USA,USA,72,204,--,--,--,20182019,N,Regular Season
Mackenzie MacEachern,20212022,STL,L,L,14,0,2,2,-1,4,0.14,0,2,0,0,0,0,0,0,14,0,7:58,--,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,3,67,20182019,N,Regular Season
Zack MacEwen,20212022,PHI,R,R,75,3,6,9,-15,110,0.12,3,9,0,0,0,0,0,1,82,3.7,9:40,45.7,1996-07-08,Charlottetown,PE,CAN,CAN,76,227,--,--,--,20182019,N,Regular Season
Ryan MacInnis,20212022,BUF,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10:00,--,1996-02-14,St. Louis,MO,USA,USA,76,201,2014,2,43,20192020,N,Regular Season
Connor Mackey,20212022,CGY,L,D,3,0,1,1,-1,2,0.33,0,1,0,0,0,0,0,0,4,0,13:35,--,1996-09-12,Tower Lakes,IL,USA,USA,75,205,--,--,--,20202021,N,Regular Season
Nathan MacKinnon,20212022,COL,R,C,65,32,56,88,22,42,1.35,25,61,7,27,0,0,1,5,299,10.7,21:04,45.4,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,Regular Season
Joshua Mahura,20212022,ANA,L,D,38,3,4,7,-14,12,0.18,3,7,0,0,0,0,0,0,36,8.3,14:04,--,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20182019,N,Regular Season
Cale Makar,20212022,COL,R,D,77,28,58,86,48,26,1.12,19,52,9,34,0,0,3,6,240,11.7,25:40,--,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20192020,N,Regular Season
Beck Malenstyn,20212022,WSH,L,L,12,1,0,1,2,9,0.08,1,1,0,0,0,0,0,0,10,10,9:03,14.3,1998-02-04,Delta,BC,CAN,CAN,75,209,2016,5,145,20192020,N,Regular Season
Evgeni Malkin,20212022,PIT,L,C,41,20,22,42,-10,24,1.02,11,22,9,20,0,0,1,5,129,15.5,18:20,43.6,1986-07-31,Magnitogorsk,--,RUS,RUS,77,210,2004,1,2,20062007,N,Regular Season
Brad Malone,20212022,EDM,L,C,8,1,1,2,-2,2,0.25,1,2,0,0,0,0,0,0,7,14.3,8:17,48.2,1989-05-20,Miramichi,NB,CAN,CAN,74,212,2007,4,105,20112012,N,Regular Season
Jeff Malott,20212022,WPG,L,L,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,4:06,--,1996-08-07,Burlington,ON,CAN,CAN,77,208,--,--,--,20212022,N,Regular Season
Mikhail Maltsev,20212022,COL,L,L,18,0,0,0,-5,2,0,0,0,0,0,0,0,0,0,23,0,8:04,57.9,1998-03-12,St. Petersburg,--,RUS,RUS,75,198,2016,4,102,20202021,N,Regular Season
Maxim Mamin,20212022,FLA,L,C,40,7,7,14,8,13,0.35,7,14,0,0,0,0,0,0,49,14.3,11:54,0,1995-01-13,Moscow,--,RUS,RUS,74,206,2016,6,175,20172018,N,Regular Season
Andrew Mangiapane,20212022,CGY,L,L,82,35,20,55,20,38,0.67,25,41,8,11,2,3,0,8,185,18.9,15:44,38.2,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,6,166,20172018,N,Regular Season
Josh Manson,20212022,"ANA,COL",R,D,67,6,10,16,-11,65,0.24,6,16,0,0,0,0,0,0,92,6.5,18:59,--,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20142015,N,Regular Season
Anthony Mantha,20212022,WSH,L,R,37,9,14,23,4,14,0.62,9,21,0,2,0,0,0,0,82,11,15:10,75,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20152016,N,Regular Season
Brad Marchand,20212022,BOS,L,L,70,32,48,80,16,97,1.14,23,51,7,27,2,2,1,6,242,13.2,19:15,34.2,1988-05-11,Halifax,NS,CAN,CAN,69,180,2006,3,71,20092010,N,Regular Season
Jonathan Marchessault,20212022,VGK,R,R,76,30,36,66,3,36,0.87,25,46,5,20,0,0,0,4,251,12,17:34,43,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20122013,N,Regular Season
Mason Marchment,20212022,FLA,L,L,54,18,29,47,29,53,0.87,17,45,1,2,0,0,0,2,121,14.9,14:07,27.5,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20192020,N,Regular Season
John Marino,20212022,PIT,R,D,81,1,24,25,1,23,0.31,1,21,0,2,0,2,0,0,90,1.1,20:38,--,1997-05-21,North Easton,MA,USA,USA,73,200,2015,6,154,20192020,N,Regular Season
Mitch Marner,20212022,TOR,R,R,72,35,62,97,23,16,1.35,26,68,6,25,3,4,1,5,224,15.6,20:53,55.6,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,Regular Season
Cooper Marody,20212022,EDM,R,C,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,6:04,--,1996-12-20,Brighton,MI,USA,USA,72,184,2015,6,158,20182019,N,Regular Season
Patrick Maroon,20212022,TBL,L,L,81,11,16,27,20,134,0.33,8,21,3,6,0,0,0,0,102,10.8,12:24,50,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20112012,N,Regular Season
Matt Martin,20212022,NYI,L,L,71,3,4,7,-2,70,0.1,3,7,0,0,0,0,0,0,66,4.6,11:26,42.1,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20092010,N,Regular Season
Alec Martinez,20212022,VGK,L,D,26,3,5,8,6,4,0.31,3,8,0,0,0,0,0,0,32,9.4,19:32,--,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20092010,N,Regular Season
Jordan Martinook,20212022,CAR,L,L,59,6,9,15,1,22,0.25,6,15,0,0,0,0,0,2,77,7.8,11:12,45.1,1992-07-25,Brandon,MB,CAN,CAN,73,208,2012,2,58,20142015,N,Regular Season
Mike Matheson,20212022,PIT,L,D,74,11,20,31,12,33,0.42,11,29,0,2,0,0,0,5,140,7.9,18:48,--,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,196,2012,1,23,20152016,N,Regular Season
Stefan Matteau,20212022,COL,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,3:39,--,1994-02-23,Chicago,IL,USA,USA,74,208,2012,1,29,20122013,N,Regular Season
Auston Matthews,20212022,TOR,L,C,73,60,46,106,20,18,1.45,44,77,16,29,0,0,2,10,348,17.2,20:37,56.2,1997-09-17,San Ramon,CA,USA,USA,75,217,2016,1,1,20162017,N,Regular Season
Scott Mayfield,20212022,NYI,R,D,61,3,15,18,-5,55,0.3,3,17,0,0,0,1,0,2,80,3.8,19:46,--,1992-10-14,St. Louis,MO,USA,USA,77,213,2011,2,34,20132014,N,Regular Season
Gerry Mayhew,20212022,"PHI,ANA",R,C,40,11,1,12,-6,18,0.3,10,11,1,1,0,0,0,0,53,20.8,13:11,30,1992-12-31,Wyandotte,MI,USA,USA,69,161,--,--,--,20192020,N,Regular Season
Dysin Mayo,20212022,ARI,R,D,67,4,8,12,-22,27,0.18,4,12,0,0,0,0,0,0,76,5.3,20:55,--,1996-08-17,Victoria,BC,CAN,CAN,72,190,2014,5,133,20212022,N,Regular Season
Charlie McAvoy,20212022,BOS,R,D,78,10,46,56,31,66,0.72,5,34,4,21,1,1,1,5,166,6,24:38,--,1997-12-21,Long Beach,NY,USA,USA,73,213,2016,1,14,20172018,N,Regular Season
Jack McBain,20212022,ARI,L,C,10,2,1,3,-6,6,0.3,2,3,0,0,0,0,0,0,13,15.4,14:11,34,2000-01-06,Toronto,ON,CAN,CAN,76,219,2018,3,63,20212022,N,Regular Season
Jake McCabe,20212022,CHI,L,D,75,4,18,22,-27,33,0.29,4,22,0,0,0,0,0,0,80,5,20:18,--,1993-10-12,Eau Claire,WI,USA,USA,73,212,2012,2,44,20132014,N,Regular Season
Jared McCann,20212022,SEA,L,L,74,27,23,50,-26,33,0.68,18,32,8,17,1,1,0,1,199,13.6,16:08,45.5,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20152016,N,Regular Season
Michael McCarron,20212022,NSH,R,C,51,7,7,14,10,70,0.27,6,12,0,1,1,1,0,2,51,13.7,10:23,54.4,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20152016,N,Regular Season
Ben McCartney,20212022,ARI,L,L,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,14:03,0,2001-07-13,Portage la Prairie,MB,CAN,CAN,72,182,2020,7,204,20212022,N,Regular Season
Max McCormick,20212022,SEA,L,L,10,0,0,0,1,10,0,0,0,0,0,0,0,0,0,8,0,8:06,50,1992-05-01,De Pere,WI,USA,USA,71,188,2011,6,171,20152016,N,Regular Season
Connor McDavid,20212022,EDM,L,C,80,44,79,123,28,45,1.54,34,78,10,44,0,1,4,9,314,14,22:04,53.7,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20152016,N,Regular Season
Ryan McDonagh,20212022,TBL,L,D,71,4,22,26,15,16,0.37,4,25,0,1,0,0,0,0,85,4.7,22:27,0,1989-06-13,St. Paul,MN,USA,USA,74,219,2007,1,12,20102011,N,Regular Season
Brock McGinn,20212022,PIT,L,L,64,12,10,22,0,14,0.34,12,22,0,0,0,0,0,2,99,12.1,15:00,36.4,1994-02-02,Fergus,ON,CAN,CAN,72,191,2012,2,47,20152016,N,Regular Season
Greg McKegg,20212022,NYR,L,C,43,2,3,5,-11,6,0.12,2,4,0,0,0,1,0,0,25,8,10:52,45,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,3,62,20132014,N,Regular Season
Marc McLaughlin,20212022,BOS,R,C,11,3,0,3,-1,8,0.27,3,3,0,0,0,0,0,0,12,25,10:29,33.3,1999-07-26,North Billerica,MA,USA,USA,72,202,--,--,--,20212022,N,Regular Season
Michael McLeod,20212022,NJD,R,C,77,6,14,20,-13,52,0.26,6,19,0,0,0,1,0,0,78,7.7,13:20,57.3,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,1,12,20182019,N,Regular Season
Ryan McLeod,20212022,EDM,L,C,71,9,12,21,-2,12,0.3,7,16,2,5,0,0,0,1,82,11,12:46,47.2,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,Regular Season
Connor McMichael,20212022,WSH,L,C,68,9,9,18,-3,10,0.26,9,18,0,0,0,0,0,0,105,8.6,10:28,42.9,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20202021,N,Regular Season
